6865	820394
5802	819796
5421	819523
73	819511
4419	819497
9891	819378
324	818155
1795	817755
6078	817278
2621	814711
6509	813836
4128	813429
1457	812830
8523	812717
4746	811348
6457	811100
8554	810594
5866	810436
1841	810101
1494	809504
6272	808962
8814	808300
5832	807744
336	804655
6747	804299
6038	802398
7983	800698
5256	800424
2518	799728
342	797965
3695	797820
316	795623
4399	795327
6995	795112
5942	794765
6562	794496
3735	794356
6887	793270
596	792534
5326	791753
2393	787353
366	787323
3960	786513
8094	785542
6587	783065
642	780029
567	779483
804	779388
9170	778173
326	777696
2088	777243
1943	776983
5239	776302
2464	776127
3736	775858
973	775807
4238	775675
8818	775408
1779	774897
274	774604
7040	774317
6638	773570
8186	772811
354	772711
930	771676
7945	771541
4686	771461
4226	769880
2270	769645
8232	769061
8686	768565
7148	768188
745	768099
8776	768086
7412	767815
4717	767529
6896	767115
6138	766350
8538	766207
1438	765013
9453	764869
9977	764026
2567	763158
5041	761946
6326	761479
7171	761081
6481	760691
6588	760532
2498	759970
2331	759936
7728	759119
4438	758985
3419	758799
9611	758752
56	758650
5810	757373
8038	757059
6966	756197
6001	756025
5506	755942
7838	755576
906	754656
7343	753855
3151	752573
6335	751855
5499	751810
7025	751762
3871	750351
5700	750224
729	750207
1160	750063
6388	748167
29	748084
7481	747055
7629	747020
4647	746912
4583	746096
3565	745787
5497	745225
1331	744920
7400	744201
6149	743726
1985	743682
4271	743588
5916	743110
8542	743048
8063	742970
2090	742434
1720	741898
7086	741268
1196	740567
3897	740163
6941	739426
5025	738864
3717	738537
8458	738490
3378	738459
7049	738439
7324	737909
5537	737477
5567	736567
5760	733503
9055	733372
1581	733156
6853	733107
6731	732495
5557	731493
7826	731353
4378	731163
10	731125
5479	730410
8570	730246
306	729925
7274	729504
6290	729375
5527	727929
6042	727868
613	726835
5112	726103
5248	724446
12773	722774
3270	722018
1087	721969
8270	721819
6723	721514
11396	721187
8469	721001
7172	720980
1839	720973
7674	720164
11707	719578
5636	719573
8953	718359
1034	717934
6174	717245
7244	716858
8869	716815
658	715262
2718	714724
6738	714467
5235	714148
8365	713338
7484	712532
7598	712336
5290	712205
2354	711813
5593	711806
6974	710866
7892	710314
2432	710179
5990	709807
6872	709603
7801	708745
289	708493
4935	708452
3421	708142
6239	708054
8729	707982
5961	707471
7797	706795
6837	706356
8964	705749
782	705083
8806	704825
8006	704191
351	704164
8453	703859
7418	703392
7691	702993
3367	702957
7937	702548
2503	702127
8257	702074
6109	702073
3980	701850
6814	701094
5646	701072
5458	701007
7069	699182
2908	697449
6259	696366
7146	695352
3218	694794
827	694489
1268	693684
5754	693399
462	693224
7403	693043
6819	693006
724	692848
5107	692838
5538	691103
5512	689459
8048	689386
348	689260
7149	689016
6188	688597
4126	688236
533	687745
3731	687151
9088	686959
4709	686415
10178	686281
8305	685295
3162	685088
9452	685073
11004	684961
7071	684660
8841	684510
9486	684415
2160	683035
6524	682352
299	682302
2711	681100
9037	680871
580	680590
308	680160
7247	679792
6573	678037
7262	677890
5258	677273
7726	677008
2889	676661
477	676473
6430	675936
5297	675784
402	675496
5823	675055
3701	673797
7952	673604
1947	673237
3343	671697
13978	670956
8910	670058
8162	669323
4778	668682
4937	667980
1032	666829
7321	666503
5005	666404
4682	665795
8109	665154
57	664617
7218	664032
7966	664001
12363	662755
2400	662712
6993	662398
6672	661202
7037	660767
6247	660666
3671	660655
7196	659963
7167	659933
3832	659553
4641	658545
8039	658149
5540	657358
5766	657267
11249	656167
3754	655962
6366	655621
3395	655145
10381	654743
5545	654393
6099	653990
343	653960
55	653635
7707	653233
2265	652635
6364	652406
6543	651410
9294	651120
7039	650659
7770	650629
6722	650445
10734	650191
6839	649965
3553	649503
8585	648236
3263	647372
859	647128
7988	646839
6414	646300
4628	646277
603	645220
7199	645134
5871	644858
6467	644119
9575	643839
9144	643339
2673	643307
9816	642816
6016	642579
3877	642365
7772	641352
6358	640846
12623	640718
3947	640671
10164	640613
13318	639747
2169	638834
5692	637560
4940	637490
3684	636790
8682	636738
7941	635753
9583	635701
10905	635131
14743	634150
6961	633686
6541	633666
8110	633623
2753	633564
4593	632832
8521	632819
4565	632695
4774	632046
4573	630893
6707	630609
6147	629216
557	628923
6696	628487
6133	628466
4994	628457
7852	627724
2521	627466
6380	627221
2220	627191
6168	626836
9	625392
333	624609
5899	621708
4398	620817
2022	620769
7911	620483
6708	619484
8084	619252
9723	619251
11500	618412
8499	618283
9893	617383
10793	616490
28	616085
6092	615634
5711	615389
9990	615321
1186	615308
9778	614688
1579	614530
13582	613985
5938	613965
2256	613939
7246	611728
672	611140
11251	610711
357	610577
360	610346
7679	610174
7567	609683
7881	609624
5116	608717
10342	608482
6938	608062
7179	607758
5435	607595
811	607478
8845	607173
6059	607134
551	606840
7775	606181
9539	605913
2999	605211
3161	604589
7813	604040
6310	603500
8645	603471
7079	603250
8330	602899
9237	602895
6757	602630
4171	602544
1967	602280
11093	601505
10082	601377
11229	601235
353	600107
9145	598926
8597	598925
7225	598198
5128	597884
9856	597492
8131	596258
6849	596154
11190	596104
5912	595893
7548	595189
9355	595113
6774	595102
8679	594959
9272	594725
9857	594079
4849	593579
2363	593372
9324	593341
5648	592793
6785	592315
9158	592315
5792	592307
6028	591635
5185	590485
4340	590018
6625	589600
3150	589585
10713	589140
2504	589044
4963	588811
7468	588756
9074	588174
8643	588163
8596	588146
7046	588107
541	587715
3581	587567
4320	587351
8604	586478
7055	585631
1467	585365
8049	584952
1359	583955
7541	583858
7822	583662
1448	583391
6930	583202
7482	583175
8031	583070
5099	582829
3624	582691
6645	580746
10441	580451
6668	580032
8788	579461
10259	579206
9082	578880
283	578845
31	578822
3251	578456
10000	578185
7743	578005
8622	577519
10455	577231
8173	577066
1536	576991
10805	576908
5702	575602
6006	575351
9812	575159
983	575070
2606	574594
2639	574435
4727	574227
9336	574136
1330	573899
8881	573600
6210	573010
6468	572152
11660	572124
8329	572115
9482	571866
3645	571698
9720	571670
3745	570592
1127	570509
8098	569953
4911	569897
7050	569734
5542	569198
2082	568842
4599	568442
10022	568437
1965	567901
3072	566925
9448	566594
2403	566591
11811	566421
7576	565698
6540	565114
8778	564990
383	564535
3155	564147
8573	563895
8256	563656
4960	562705
7840	562494
7842	562339
6770	561348
1758	560750
1455	560123
10186	560121
9226	559628
290	559261
8606	559210
505	558571
10195	558473
10520	558448
1707	557544
6825	557183
6073	556630
2136	556457
6835	556358
8046	556143
10773	555942
777	555588
11276	555240
2823	555001
6884	554424
9120	554413
12725	554217
6915	554144
2118	553935
332	553915
1694	553725
4484	553560
3619	553316
3482	552792
9380	551446
6088	551139
5042	551104
856	551017
6022	550006
9589	549635
8405	549624
6419	549351
6323	548475
8990	548059
9128	546508
6351	546355
8900	546155
884	545841
1373	545788
5978	545783
9001	544784
15033	543182
8267	542818
10457	542656
8454	542554
7479	542110
5036	542096
8791	542055
4389	541956
2750	541750
4622	541474
1194	541457
1933	541374
48	541239
325	541216
3766	540323
10008	540095
483	539125
335	538401
411	538075
5358	537878
6802	537657
10283	536916
11585	536867
8282	536526
9498	536412
7424	536296
5157	536012
3783	535329
8420	535032
8820	534883
956	534733
1298	534532
91	533597
10951	533566
453	533374
1894	533264
6460	533226
9625	533219
9331	532557
7269	532139
4056	531959
10557	531929
2876	531792
8592	531655
8266	531415
9677	531313
12517	530928
2382	530888
865	530568
7611	530548
3743	529338
14079	529143
424	529020
8853	529006
8711	528878
632	528767
5339	528336
10173	528237
5492	527959
3362	527289
10161	527104
9052	526906
9027	526078
13758	525886
5707	525583
8947	525136
9023	524761
10774	524583
391	524163
7525	524163
7496	523725
5335	523488
3468	523342
7912	522377
1786	522354
8760	521815
12390	521724
5821	521539
10826	521500
3886	521164
10548	520974
461	520828
8193	520525
8473	520499
1815	520024
8373	519470
1714	518767
9663	518585
9343	518567
938	518043
10341	517853
7678	516649
4992	516618
4559	515977
9489	515743
11862	515471
8429	514947
11636	514187
11192	513883
7373	513656
3772	513450
3063	512446
6291	512396
815	512358
8014	512247
1064	511778
610	511494
1681	510419
8426	510308
8568	510235
10960	509788
8480	509731
7377	509692
4680	509642
6832	509240
11209	508581
6081	508286
1842	507995
8777	507839
11290	507538
7503	507492
7230	507298
4938	507160
727	506561
9162	506421
9091	506321
10867	506157
5505	505661
5779	505459
6319	505232
7298	505076
4494	505036
8445	504196
9211	503781
10126	503449
11745	503353
11728	503207
8037	503181
2143	503177
10866	502862
8246	502642
11247	502605
4946	502560
8789	502545
17365	502495
12425	502089
10981	501646
8756	501005
7474	500846
9459	500641
1644	499882
4227	499754
454	499487
521	499486
5091	499278
5050	499152
8630	498903
5633	498869
7702	498546
8593	497960
9777	497943
927	497506
11351	497501
12588	497439
1737	497361
9044	497060
2832	496537
5815	496243
1211	496109
11499	495406
8930	494869
8660	493871
1262	493507
6777	493164
8234	493098
509	493047
861	492655
6548	491838
6165	491734
6240	491309
5010	491152
9223	490878
313	490373
8876	490343
7709	490334
8661	490152
8943	489615
1207	489270
579	488912
13240	488703
8450	488624
13185	488573
10454	488550
5515	488512
8056	488369
11816	488182
9419	487903
2010	486883
6249	486834
5138	486645
8954	486432
8999	486198
1990	486164
6667	486120
11268	485715
10223	484728
10861	484354
3728	484041
11627	483825
8683	483584
681	483565
6094	483425
5546	483403
9016	483134
10987	483090
13923	482985
9293	482916
2210	482793
12077	482492
5662	482371
5943	482021
4541	481635
3974	481413
538	481191
12415	480855
10650	480542
15203	480495
6311	480437
7949	480048
5927	479870
347	479752
9292	479741
9423	479568
14593	479066
524	479047
6267	478889
8364	478794
4017	478502
6371	478445
6234	478376
10471	478371
12275	478249
16859	478209
7290	478163
10240	478131
573	477758
10613	477694
8817	477602
1215	477360
6350	477257
7946	476812
6624	476670
10744	476630
12560	476365
11438	476233
2746	475505
502	475225
5693	475073
10099	474960
5622	474707
11651	474687
2415	474559
10687	474207
5380	474197
8388	474088
8651	473985
9976	473757
10778	473702
7602	473139
10339	473101
9234	472583
11204	472522
5312	472460
8017	472368
2867	472211
11888	472000
8491	471652
6200	471216
6194	470443
7310	470416
3554	470338
12801	470262
10191	469767
6422	468768
6584	468466
8350	468290
6771	468145
11626	467773
6646	467450
6164	467395
8811	467189
15511	467133
9853	467116
10897	466937
11406	466893
2656	466626
2145	466135
10707	465710
10975	464897
11827	464800
6594	464590
2225	464344
1280	464284
662	464254
15332	464115
5251	463917
3539	463743
6329	463742
5944	463657
2268	463632
7428	463503
363	463113
5562	462892
7411	462804
12290	462571
3589	462532
13212	462367
9442	462272
10982	461982
6252	461607
2385	461014
11785	460984
11436	460866
7877	460674
11430	460253
13839	459908
8457	459848
1574	459753
9155	459415
5579	459334
9656	458514
13224	458294
9803	458137
7286	457545
9842	457531
11629	457473
4615	457262
5106	457105
466	456927
6303	456779
11368	456622
11105	456434
8704	456381
6008	455798
6629	455440
9831	455180
7329	454915
1648	454853
7375	454495
5851	454437
7748	454219
1633	454079
8321	454063
8547	454035
11658	454013
7248	453953
9898	453775
2659	453757
9271	453340
10492	453237
15907	453173
6222	452909
9154	452677
11088	452566
4982	452330
9014	452007
6176	451939
6553	451686
11178	451215
7010	451065
13282	450751
11266	450686
11935	450642
7853	450403
7460	450375
4486	450250
4050	450128
9960	449882
9675	449302
7488	448931
10568	448461
13771	448428
7497	448125
9775	448039
7297	448006
10693	447624
8397	446996
5098	446858
4828	446735
1021	446538
8113	446361
5016	445663
9471	445269
9966	445191
4643	444923
13605	444431
9428	444251
2152	444036
11181	443433
413	443396
4483	443250
1370	442863
8086	442738
6950	442686
12161	442673
8325	442327
379	441938
1055	441260
9963	441236
13350	441169
6623	441148
2587	440291
9362	440219
7401	440029
9382	439696
674	439319
3113	439243
9115	439060
5452	438996
10024	438910
1356	438739
2856	438704
4190	438572
8284	438562
8919	438218
11643	438214
8225	438001
10174	437918
9099	437856
10742	437726
440	437652
460	437604
344	437129
18106	436989
546	436809
9733	436739
530	436617
17885	436311
8580	436277
10859	435932
7085	435622
12055	434758
12492	434580
7402	433889
4193	433719
8171	433631
5426	433414
11480	432982
4669	432930
10895	432810
6741	432775
11902	432391
2863	432319
11772	432105
11523	431872
13324	431735
2647	431581
8241	431520
3037	431226
661	431127
9555	430934
6963	430353
7761	430038
12090	429873
10435	429698
3984	429664
5591	429526
13959	429511
9387	429307
3313	429213
10497	429038
10219	428840
8865	428592
644	427068
8036	426822
11737	426781
4119	426430
11721	426201
8353	426191
10953	425810
707	425803
5100	425573
559	425130
7571	425040
5666	424799
2845	424688
6243	424126
7002	424084
8887	423722
8975	423720
11734	423586
10820	423296
5392	423136
9825	423006
10735	422864
10200	422692
14836	422503
993	422325
2971	422180
8060	422059
11465	421922
4240	421852
9257	421830
8338	421715
2779	421669
7249	421601
11052	421519
12396	421304
10769	420778
11163	420722
8916	420665
392	420486
5124	420450
10282	420366
10514	420326
13428	419374
9569	419215
12270	419059
10415	418907
9736	418874
8668	418845
587	418841
9833	418621
9289	418563
11074	418361
5937	418256
2566	418037
13506	417616
80	417451
3000	417035
15047	417011
8514	416984
12040	416478
1230	416402
6372	416119
4179	415972
10416	415934
9815	415394
9485	415307
7361	414636
6301	414182
7354	414182
10078	413885
13646	413814
3633	413306
10641	413218
595	413146
577	412802
13011	412537
5456	412002
4867	411457
9972	411331
3	411146
9135	410796
5390	410653
1561	410514
988	410495
303	410385
465	410310
385	410279
5424	409893
3101	409842
13118	409220
395	408853
6869	408824
10212	408612
4426	408540
8909	408279
8722	408250
13230	408069
1047	407724
8411	407469
1862	407419
11045	407325
4004	407279
